Sentence,Sentiment,sentiment_score,clean_sentence,wordlen
I was accused of training my wife for compensation and was told to leave the gym or he (Page the trainer) was going to call the cops.  I don't know how a trainer confuses me working WITH my wife with training my wife for compensation.    Management handled this issue horribly.   Their lack of attention to the matter showed exactly what a customer of 6 years was worth.   You are treated only as a number.  Do yourself a favor and stay away.  I have since started going to a gym which is much more expensive but worth every penny to be treated with respect.,1,0.0,accus train wife compens told leav gym page trainer go call cop dont know trainer confus work wife train wife compensation manag handl issu horribly lack attent matter show exactli custom  year worth treat number favor stay away sinc start go gym much expens worth everi penni treat respect,49
Great food!!! The French dip is to die for!! Great Service! Clean and fancy especially for the area it's located in!  Def a hidden gem! My husband and I both love going here and can't wait until next time.,5,10.0,great food french dip die for great service clean fanci especi area it locat in def hidden gem husband love go cant wait next time,25
Amazing!  The Chicken sausage pasta definitely works!,5,10.0,amazing chicken sausag pasta definit work,6
"YUMMMMMM!!!! I was brought to this place by a friend and was so glad to find it! Very clean and unique casual setting. Staff were very friendly, food was hot, fresh and amazingly gooy...definately a 4+ napkin kind of meal. So happy to see they serve Chicken philly -steak as well as the usual philly cheese steak and sweet potatoe fries! Find out where this place is because it could be easily over looked and you would be missing out on some deeee-licous food. This place is a must try!",5,10.0,yummmmmm brought place friend glad find it clean uniqu casual setting staff friendly food hot fresh amazingli gooydefin  napkin kind meal happi see serv chicken philli steak well usual philli chees steak sweet potato fry find place could easili look would miss deeeelic food place must try,47
"I love that the food was freshly made and the place had a great ""down home"" feel.  The owners are also very welcoming, made us feel like family.  We ordered the Bean Enchiladas, Chicken Enchiladas & Chicken Gorditas.  All came with Rice & Beans.  We all enjoyed our meals.  Good prices also.",4,7.5,love food freshli made place great down home feel owner also welcoming made u feel like family order bean enchilada chicken enchilada chicken gorditas came rice bean enjoy meal good price also,32
"I've decided to completely write this place off, and here is why you should too:

THREE TIMES I have tried to go here and they have been closed, all the while their website and posted hours say they should be open. If one of you wants to drive all the way here from the suburbs, you'd better call first because this place cannot be trusted. I've wasted my time and spent hungry minutes walking here only to be disappointed. 

Vitamin T will fail, there I said it.",1,0.0,iv decid complet write place off too three time tri go closed websit post hour say open one want drive way suburb youd better call first place cannot trusted iv wast time spent hungri minut walk disappointed vitamin fail said it,41
"I just moved to AZ from Honolulu with my bf and found this to be a great breakfast / brunch place. They do close at 2:30pm.

On my last visit, I ordered the amazing ""2 for you""! You get the choice of a half sandwich & either soup or salad for $7.95...WHAT A DEAL!! I ordered the  Monterey Club & the No. 5 Chinese salad. What an amazingly refreshing lunch! I highly recommend this day cafe, this may not be the best review, but if you stop by the line may sway you:)",4,7.5,move az honolulu bf found great breakfast brunch place close pm last visit order amaz  you get choic half sandwich either soup salad what deal order monterey club no  chine salad amazingli refresh lunch highli recommend day cafe may best review stop line may sway you,46
"I'm not gonna lie, I possibly had the best sunny side up eggs ever. 
A simple dish so rarely cooked perfectly.",5,10.0,im gonna lie possibl best sunni side egg ever simpl dish rare cook perfectly,14
"The lanes and equipment are all new which is great, and half the alley have wonderful couch seating instead of the typical plastic chairs. The only problem is that it gets very crowded, despite having 44 lanes!! Also, their weekend rates are pretty pricey - I can't blame them since the market bears the price, but three games can cost almost $20 per person with shoes, which means a family of four will walk out  spending almost $100 if you get some food and drinks. YIKES!",4,7.5,lane equip new great half alley wonder couch seat instead typic plastic chair problem get crowded despit  lane also weekend rate pretti pricey cant blame sinc market bear price three game cost almost  per person shoe mean famili four walk spend almost  get food drink yikes,46
SawTh[sic] Sense Christmas show for the second time last weekend.  Great show - laughed my ass off.  Thinking about going back for closing weekend...  :),5,10.0,sawthsic sen christma show second time last weekend great show laugh as off think go back close weekend,18
